questionId,currentQuestion,slug,category,subcategory,detectedIssue,severity,recommendedAction,rewriteSuggestion,priorityReason
"cmtli6bxd07y1ff54avct2eap","Talk me through how you'd handle social-media-metrics. with strict security and compliance requirements","talk-me-through-how-you-d-handle-social-media-metrics-with-strict-security-and-compliance-requirements","Digital Marketing","Digital Marketing","near duplicate (QCA-00533); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli6bsm07xzff54bgpdbk8z","How would you design a solution for social-media-metrics? after measuring an unexpected result","how-would-you-design-a-solution-for-social-media-metrics-after-measuring-an-unexpected-result","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for social media metrics? after measuring an unexpected result",""
"cmtli6bo307xxff54eyixbpgt","What's your approach to handling social-media-metrics?","what-s-your-approach-to-handling-social-media-metrics","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling social media metrics?",""
"cmtli6bje07xvff54g67zgneq","How would you evaluate whether social-media-metrics is working well? for a large‑scale production system","how-would-you-evaluate-whether-social-media-metrics-is-working-well-for-a-large-scale-production-system","Digital Marketing","Digital Marketing","near duplicate (QCA-00156); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli6bew07xtff54wjqy4cym","What common mistakes have you seen with social-media-metrics?","what-common-mistakes-have-you-seen-with-social-media-metrics","Digital Marketing","Digital Marketing","near duplicate (QCA-00949); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli6bae07xrff543smolv00","How would you explain social-media-metrics to a teammate who's new to it? under a tight deadline","how-would-you-explain-social-media-metrics-to-a-teammate-who-s-new-to-it-under-a-tight-deadline","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain social media metrics to a teammate who's new to it? under a tight deadline",""
"cmtli6b5v07xpff54qatix22a","What's your process for social-media-metrics in a production system?","what-s-your-process-for-social-media-metrics-in-a-production-system","Digital Marketing","Digital Marketing","near duplicate (QCA-01137); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli6az607xnff54kcy49xyx","How do you decide when social-media-metrics is the right call? while mentoring a junior teammate","how-do-you-decide-when-social-media-metrics-is-the-right-call-while-mentoring-a-junior-teammate","Digital Marketing","Digital Marketing","near duplicate (QCA-01163); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli6auj07xlff54zy7ngc5e","What trade-offs matter most when dealing with social-media-metrics?","what-trade-offs-matter-most-when-dealing-with-social-media-metrics","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with social media metrics?",""
"cmtli6apy07xjff54154mpizt","Walk me through your strategy for social-media-metrics.","walk-me-through-your-strategy-for-social-media-metrics","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for social media metrics.",""
"cmtli6ald07xhff54r77gn2mt","How would you approach social-media-metrics? when a previous solution failed","how-would-you-approach-social-media-metrics-when-a-previous-solution-failed","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach social media metrics? when a previous solution failed",""
"cmtli6agi07xfff54of9fuon4","What would you prioritize when google-ads? for a high-risk release","what-would-you-prioritize-when-google-ads-for-a-high-risk-release","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when google ads? for a high risk release",""
"cmtli6aaz07xdff54tql8xtqz","Talk me through how you'd handle google-ads.","talk-me-through-how-you-d-handle-google-ads","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you handle google ads. in a real situation?",""
"cmtli6a6707xbff54zrznfu83","How would you design a solution for google-ads?","how-would-you-design-a-solution-for-google-ads","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for google ads?",""
"cmtli6a1l07x9ff545tjtprrj","What's your approach to handling google-ads? while mentoring a junior teammate","what-s-your-approach-to-handling-google-ads-while-mentoring-a-junior-teammate","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling google ads? while mentoring a junior teammate",""
"cmtli69wu07x7ff54oz0o7fac","How would you evaluate whether google-ads is working well? when a previous solution failed","how-would-you-evaluate-whether-google-ads-is-working-well-when-a-previous-solution-failed","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether google ads is working well? when a previous solution failed",""
"cmtli69s707x5ff54eah23pv7","What common mistakes have you seen with google-ads?","what-common-mistakes-have-you-seen-with-google-ads","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with google ads?",""
"cmtli69n707x3ff544lrlwrnz","How would you explain google-ads to a teammate who's new to it?","how-would-you-explain-google-ads-to-a-teammate-who-s-new-to-it","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain google ads to a teammate who's new to it?",""
"cmtli69ie07x1ff548tuy1fdb","What's your process for google-ads in a production system?","what-s-your-process-for-google-ads-in-a-production-system","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for google ads in a production system?",""
"cmtli69dk07wzff54q8gfuyi0","How do you decide when google-ads is the right call?","how-do-you-decide-when-google-ads-is-the-right-call","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when google ads is the right call?",""
"cmtli698u07wxff54tzkw9ul0","What trade-offs matter most when dealing with google-ads? when requirements are unclear","what-trade-offs-matter-most-when-dealing-with-google-ads-when-requirements-are-unclear","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with google ads? when requirements are unclear",""
"cmtli694407wvff547028v579","Walk me through your strategy for google-ads. while mentoring a junior teammate","walk-me-through-your-strategy-for-google-ads-while-mentoring-a-junior-teammate","Digital Marketing","Digital Marketing","near duplicate (QCA-00573); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli68zi07wtff54mro45wht","How would you approach google-ads? when explaining your decision to a non-specialist","how-would-you-approach-google-ads-when-explaining-your-decision-to-a-non-specialist","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach google ads? when explaining your decision to a non specialist",""
"cmtli68uu07wrff54g1tc15te","What would you prioritize when content-strategy? after measuring an unexpected result","what-would-you-prioritize-when-content-strategy-after-measuring-an-unexpected-result","Digital Marketing","Digital Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when content strategy? after measuring an unexpected result",""
"cmtli68q507wpff54ejk0o5hv","Talk me through how you'd handle content-strategy. after measuring an unexpected result","talk-me-through-how-you-d-handle-content-strategy-after-measuring-an-unexpected-result","Digital Marketing","Digital Marketing","near duplicate (QCA-00574); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli68lj07wnff54s5ppkoh6","How would you evaluate whether content-strategy is working well? under a tight deadline","how-would-you-evaluate-whether-content-strategy-is-working-well-under-a-tight-deadline","Digital Marketing","Digital Marketing","near duplicate (QCA-00157); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli68h007wlff54r8ayujvh","How would you explain content-strategy to a teammate who's new to it?","how-would-you-explain-content-strategy-to-a-teammate-who-s-new-to-it","Digital Marketing","Digital Marketing","near duplicate (QCA-00158); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli68ck07wjff54tiluej9k","How do you decide when content-strategy is the right call?","how-do-you-decide-when-content-strategy-is-the-right-call","Digital Marketing","Digital Marketing","near duplicate (QCA-01164); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli688607whff543tdea7ei","Walk me through your strategy for content-strategy. while mentoring a junior teammate","walk-me-through-your-strategy-for-content-strategy-while-mentoring-a-junior-teammate","Digital Marketing","Digital Marketing","near duplicate (QCA-00575); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtli683n07wfff54psqvto2p","How would you approach content-strategy?","how-would-you-approach-content-strategy","Digital Marketing","Digital Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle content strategy in a real project?",""
"cmtli67z607wdff54whd52gzg","What would you prioritize when unrealistic-timeline?","what-would-you-prioritize-when-unrealistic-timeline","Presales","Presales","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on unrealistic timeline?",""
"cmtli67uh07wbff54i2kdbovw","Talk me through how you'd handle unrealistic-timeline. when requirements are unclear","talk-me-through-how-you-d-handle-unrealistic-timeline-when-requirements-are-unclear","Presales","Presales","slug-like placeholder topic","MEDIUM","REWRITE","How would you handle unrealistic timeline. when requirements are unclear in a real situation?",""
